"tick","active_firms","total_revenue","mean_revenue","median_revenue","sd_revenue","cv_revenue","zero_revenue_share","sold_out_share","total_unsold_output","total_profit","loss_firm_share","revenue_gini"
1563,359,110712.126684184,308.390325025581,231.956425617298,276.86664871268,0.897779943938624,0.0306406685236769,0.551532033426184,3242,-427348789117.825,0.852367688022284,0.458579408413282
1564,358,111234.58386543,310.711128115727,226.503537801956,283.674432667956,0.912984463698705,0.0474860335195531,0.583798882681564,3184,-440131034377.193,0.849162011173184,0.469788365376435
1565,357,110463.926131475,309.42276227304,224.602204469398,272.445617946365,0.880496366669864,0.030812324929972,0.546218487394957,3167,-453302483434.999,0.84593837535014,0.459216507910932
1566,358,111261.343776363,310.785876470286,230.911231137146,280.054959713303,0.90111868304311,0.0446927374301676,0.536312849162011,3115,-466873946130.57,0.843575418994413,0.464268920556004
1567,361,111015.478254368,307.522100427613,226.014946771151,278.958165875151,0.907115831633748,0.0470914127423823,0.559556786703601,3014,-480856694855.389,0.853185595567867,0.465384672753965
1568,360,111286.329641391,309.128693448307,218.872517295793,283.920302919273,0.918453410947278,0.0388888888888889,0.583333333333333,2995,-495262446438.474,0.841666666666667,0.465309856678713
1569,360,110502.233838634,306.950649551762,228.119342321227,273.18807483367,0.890006505060681,0.0361111111111111,0.586111111111111,2881,-510102037983.586,0.844444444444444,0.445262848318104
1570,359,111188.867788555,309.718294675641,227.965464059355,270.047654217862,0.87191379669927,0.0278551532033426,0.568245125348189,2839,-525389559323.465,0.857938718662953,0.444681977243906
1571,357,110109.029625772,308.428654413927,238.51739913956,268.575272946689,0.870785736354598,0.0336134453781513,0.582633053221289,2851,-541138036090.279,0.859943977591036,0.440203057992055
1572,357,109972.192314489,308.045356623218,229.743706162759,274.91233756474,0.892441102110155,0.0252100840336134,0.579831932773109,2865,-557360948769.923,0.865546218487395,0.45319840413692
1573,357,111378.037797322,311.983299152164,237.286928420648,267.260109510535,0.856648770100301,0.0252100840336134,0.613445378151261,2840,-574072232751.593,0.865546218487395,0.437474372054914
1574,357,110791.112684875,310.339251218137,236.071813986071,274.824894333982,0.885562793798223,0.0392156862745098,0.585434173669468,2837,-591286285810.102,0.871148459383754,0.455049479813606
1575,361,111160.628760869,307.92417939299,234.80250615774,276.17626783441,0.896896984117441,0.0470914127423823,0.565096952908587,2851,-609017970130.582,0.867036011080332,0.459160755375154
1576,358,111436.308666364,311.274605213306,234.655898052185,269.03130892395,0.864289294462657,0.0251396648044693,0.564245810055866,2866,-627282640418.838,0.877094972067039,0.448161895958369
1577,360,111203.452685115,308.898479680876,230.139475934667,279.224217158477,0.903935226379051,0.0222222222222222,0.561111111111111,2833,-646096116852.798,0.869444444444444,0.460059422768959
1578,357,111683.734925061,312.839593627622,240.541240398995,269.727111936249,0.862189816859659,0.0196078431372549,0.593837535014006,2853,-665474756337.56,0.873949579831933,0.439259368273607
1579,359,111270.264757329,309.945027179188,239.627846614552,261.39830325938,0.843369889294135,0.0306406685236769,0.584958217270195,2893,-685435390963.757,0.866295264623955,0.436033529610166
1580,359,111687.667846708,311.107709879409,235.932128421341,266.003212783244,0.855019674331927,0.0306406685236769,0.598885793871866,2782,-705995384367.385,0.855153203342618,0.441717777513715
1581,357,111330.996261726,311.851530144892,241.733248853613,272.798577523548,0.87477068782315,0.0392156862745098,0.596638655462185,2897,-727172638946.781,0.859943977591036,0.441943727665295
1582,357,111090.921042267,311.179050538564,233.296137329502,275.538390312973,0.885465746605028,0.0336134453781513,0.57703081232493,2881,-748985600823.601,0.862745098039216,0.453016058531472
1583,358,111518.951826502,311.505452029334,237.453215480085,270.684904607509,0.868957197519673,0.0279329608938547,0.567039106145251,2903,-771453284082.409,0.879888268156425,0.447407101406177
1584,356,111680.138150591,313.708253231997,241.871470721583,277.983963461306,0.886122569608421,0.0196629213483146,0.573033707865169,2874,-794595278293.985,0.873595505617977,0.447853378044423
1585,358,111941.15959531,312.684803338854,241.756220994155,275.336705523733,0.880556722244516,0.0335195530726257,0.578212290502793,2842,-818431773063.069,0.879888268156425,0.443535831357809
1586,357,111084.480780474,311.161010589563,234.823556550407,272.549088282884,0.875910152645668,0.0252100840336134,0.602240896358544,2834,-842983562040.974,0.868347338935574,0.445428344257479
1587,356,111702.358246128,313.770669230698,233.814217070916,276.062547726566,0.879822669223402,0.0308988764044944,0.570224719101124,2792,-868272073315.961,0.873595505617977,0.449369036120482
1588,356,112443.769522727,315.8532851762,229.65918252498,279.810226964977,0.885886707839317,0.0337078651685393,0.547752808988763,2831,-894319390163.965,0.867977528089888,0.450874558645866
1589,358,110841.370971596,309.612768077084,242.16673833168,266.532574885746,0.860857827476248,0.0279329608938547,0.564245810055866,2847,-921148252533.041,0.871508379888268,0.441232580456427
