tick,firm_type,n_firms,uniq_prices,uniq_prices_r2,min_price_gap,tie_share_r2,mean_sellthrough
2383.0,2.0,2,2,2,0.307419858954066,0.0,0.24860335195530725
2383.0,3.0,1,1,1,0.0,0.0,0.0
2383.0,4.0,2,2,2,2.0750076856343425,0.0,0.5348101265822784
2383.0,5.0,2,2,2,0.09537489387942877,0.0,0.8689542483660131
2383.0,6.0,2,2,2,1.4176962474404764,0.0,0.7922077922077921
2384.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2384.0,2.0,2,2,2,0.307419858954066,0.0,0.24860335195530725
2384.0,3.0,1,1,1,0.0,0.0,0.0
2384.0,4.0,2,2,2,2.0750076856343425,0.0,0.5316455696202531
2384.0,5.0,2,2,2,0.09537489387942877,0.0,0.8212418300653594
2384.0,6.0,2,2,2,1.1813327581206963,0.0,0.7922077922077921
2385.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2385.0,2.0,2,2,2,0.307419858954066,0.0,0.24860335195530725
2385.0,3.0,1,1,1,0.0,0.0,0.0
2385.0,4.0,2,2,2,2.0750076856343425,0.0,0.5284810126582279
2385.0,5.0,2,2,2,0.11453169174986577,0.0,0.9333333333333333
2385.0,6.0,2,2,2,1.1813327581206963,0.0,0.7792207792207793
2386.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2386.0,2.0,2,2,2,0.307419858954066,0.0,0.24860335195530725
2386.0,3.0,1,1,1,0.0,0.0,0.0
2386.0,4.0,2,2,2,2.0750076856343425,0.0,0.5192307692307693
2386.0,5.0,2,2,2,0.11453169174986577,0.0,0.8443489755452742
2386.0,6.0,2,2,2,1.1813327581206963,0.0,0.7960526315789473
2387.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2387.0,2.0,2,2,2,0.307419858954066,0.0,0.25139664804469275
2387.0,3.0,1,1,1,0.0,0.0,0.0
2387.0,4.0,2,2,2,2.0750076856343425,0.0,0.5222929936305732
2387.0,5.0,2,2,2,0.31604201395398857,0.0,0.9611111111111111
2387.0,6.0,2,2,2,1.1813327581206963,0.0,0.7597402597402597
2388.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2388.0,2.0,2,2,2,0.307419858954066,0.0,0.2541899441340782
2388.0,3.0,1,1,1,0.0,0.0,0.0
2388.0,4.0,2,2,2,1.8389053579499395,0.0,0.5221518987341772
2388.0,5.0,2,2,2,0.31604201395398857,0.0,0.9388888888888889
2388.0,6.0,2,2,2,1.1813327581206963,0.0,0.7792207792207793
2389.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2389.0,2.0,2,2,2,0.307419858954066,0.0,0.15363128491620112
2389.0,3.0,1,1,1,0.0,0.0,0.0
2389.0,4.0,2,2,2,1.8389053579499395,0.0,0.5384615384615384
2389.0,5.0,2,2,2,0.31604201395398857,0.0,0.945054945054945
2389.0,6.0,2,2,2,1.1813327581206963,0.0,0.7662337662337662
2390.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2390.0,2.0,2,2,2,0.307419858954066,0.0,0.15363128491620112
2390.0,3.0,1,1,1,0.0,0.0,0.0
2390.0,4.0,2,2,2,1.8389053579499395,0.0,0.5378787878787878
2390.0,5.0,2,2,2,0.31604201395398857,0.0,0.945054945054945
2390.0,6.0,2,2,2,1.0016771186985345,0.0,0.7597402597402597
2391.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2391.0,2.0,2,2,2,0.307419858954066,0.0,0.15555555555555556
2391.0,3.0,1,1,1,0.0,0.0,0.0
2391.0,4.0,2,2,2,1.5933589371581602,0.0,0.5303030303030303
2391.0,5.0,2,2,2,0.10995042407987121,0.0,0.967032967032967
2391.0,6.0,2,2,2,1.0016771186985345,0.0,0.7402597402597403
2392.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2392.0,2.0,2,2,2,0.307419858954066,0.0,0.15469613259668508
2392.0,3.0,1,1,1,0.0,0.0,0.0
2392.0,4.0,2,2,2,1.5933589371581602,0.0,0.5227272727272727
2392.0,5.0,2,2,2,0.10995042407987121,0.0,0.967032967032967
2392.0,6.0,2,2,2,1.0016771186985345,0.0,0.7467532467532467
2393.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2393.0,2.0,2,2,2,0.307419858954066,0.0,0.1565934065934066
2393.0,3.0,1,1,1,0.0,0.0,0.0
2393.0,4.0,2,2,2,1.5933589371581602,0.0,0.5075757575757576
2393.0,5.0,2,2,2,0.10995042407987121,0.0,0.9169719169719169
2393.0,6.0,2,2,2,1.0016771186985345,0.0,0.7532467532467533
2394.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2394.0,2.0,2,2,2,0.307419858954066,0.0,0.15934065934065933
2394.0,3.0,1,1,1,0.0,0.0,0.0
2394.0,4.0,2,2,2,1.5933589371581602,0.0,0.49230769230769234
2394.0,5.0,2,2,2,0.08789750219928205,0.0,0.938949938949939
2394.0,6.0,2,2,2,1.0016771186985345,0.0,0.7402597402597403
2395.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2395.0,2.0,2,2,2,0.307419858954066,0.0,0.15934065934065933
2395.0,3.0,1,1,1,0.0,0.0,0.0
2395.0,4.0,2,2,2,1.5933589371581602,0.0,0.5151515151515151
2395.0,5.0,2,2,2,0.08789750219928205,0.0,0.9502442002442002
2395.0,6.0,2,2,2,1.0016771186985345,0.0,0.7191011235955056
2396.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2396.0,2.0,1,1,1,0.0,0.0,0.3224043715846995
2396.0,3.0,1,1,1,0.0,0.0,0.0
2396.0,4.0,1,1,1,0.0,0.0,1.0
2396.0,5.0,2,2,2,0.08789750219928205,0.0,0.8724053724053724
2396.0,6.0,2,2,2,1.0016771186985345,0.0,0.7247191011235955
2397.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2397.0,2.0,1,1,1,0.0,0.0,0.2185792349726776
2397.0,3.0,1,1,1,0.0,0.0,0.0
2397.0,4.0,2,2,2,1.7503523615708447,0.0,0.5
2397.0,5.0,2,2,2,0.2778315114272685,0.0,0.8758169934640523
2397.0,6.0,2,2,2,1.0016771186985345,0.0,0.7134831460674157
2398.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2398.0,2.0,1,1,1,0.0,0.0,0.22950819672131148
2398.0,3.0,1,1,1,0.0,0.0,0.0
2398.0,4.0,2,2,2,1.7503523615708447,0.0,0.8731343283582089
2398.0,5.0,2,2,2,0.08438160211131063,0.0,0.8627450980392157
2398.0,6.0,2,2,2,1.0016771186985345,0.0,0.7191011235955056
2399.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2399.0,2.0,1,1,1,0.0,0.0,0.25136612021857924
2399.0,3.0,1,1,1,0.0,0.0,0.0
2399.0,4.0,2,2,2,1.5547834473052902,0.0,0.8205128205128205
2399.0,5.0,2,2,2,0.266718250970178,0.0,0.9003267973856208
2399.0,6.0,2,2,2,0.7747681689515451,0.0,0.7134831460674157
2400.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2400.0,2.0,1,1,1,0.0,0.0,0.25136612021857924
2400.0,3.0,1,1,1,0.0,0.0,0.0
2400.0,4.0,2,2,2,1.5547834473052902,0.0,0.8141025641025641
2400.0,5.0,2,2,2,0.266718250970178,0.0,0.9330065359477124
2400.0,6.0,2,2,2,0.7747681689515451,0.0,0.702247191011236
2401.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2401.0,2.0,1,1,1,0.0,0.0,0.25136612021857924
2401.0,3.0,1,1,1,0.0,0.0,0.0
2401.0,4.0,2,2,2,1.5547834473052902,0.0,0.8141025641025641
2401.0,5.0,2,2,2,0.08100633802685842,0.0,0.8823529411764706
2401.0,6.0,2,2,2,0.7747681689515451,0.0,0.6822331460674157
2402.0,1.0,1,1,1,0.0,0.0,0.041666666666666664
2402.0,2.0,1,1,1,0.0,0.0,0.25136612021857924
2402.0,3.0,1,1,1,0.0,0.0,0.0
2402.0,4.0,2,2,2,1.5547834473052902,0.0,0.8141025641025641
2402.0,5.0,2,2,2,0.08100633802685842,0.0,0.8970588235294118
2402.0,6.0,2,2,2,0.7747681689515451,0.0,0.6228758169934641
2403.0,1.0,1,1,1,0.0,0.0,0.04132231404958678
2403.0,2.0,1,1,1,0.0,0.0,0.2568306010928962
2403.0,3.0,1,1,1,0.0,0.0,0.0
2403.0,4.0,2,2,2,1.3513917764691135,0.0,0.8076923076923077
2403.0,5.0,2,2,2,0.09727709839872833,0.0,0.9084967320261438
2403.0,6.0,2,2,2,0.7747681689515451,0.0,0.7277777777777777
2404.0,1.0,1,1,1,0.0,0.0,0.04132231404958678
2404.0,2.0,1,1,1,0.0,0.0,0.2568306010928962
2404.0,3.0,1,1,1,0.0,0.0,0.0
2404.0,4.0,2,2,2,1.3513917764691135,0.0,0.8076923076923077
2404.0,5.0,1,1,1,0.0,0.0,0.8823529411764706
2404.0,6.0,2,2,2,0.5879263039524973,0.0,0.6633986928104575
2405.0,1.0,1,1,1,0.0,0.0,0.04132231404958678
2405.0,2.0,1,1,1,0.0,0.0,0.25
2405.0,3.0,1,1,1,0.0,0.0,0.0
2405.0,4.0,2,2,2,1.3513917764691135,0.0,0.7662337662337662
2405.0,5.0,1,1,1,0.0,0.0,1.0
2405.0,6.0,2,2,2,0.7822418435515068,0.0,0.7444444444444445
2406.0,1.0,1,1,1,0.0,0.0,0.04132231404958678
2406.0,2.0,1,1,1,0.0,0.0,0.25
2406.0,3.0,1,1,1,0.0,0.0,0.0
2406.0,4.0,2,2,2,1.1398644387994894,0.0,0.7597402597402597
2406.0,5.0,1,1,1,0.0,0.0,0.9901960784313726
2406.0,6.0,2,2,2,0.7822418435515068,0.0,0.7333333333333334
2407.0,1.0,1,1,1,0.0,0.0,0.04132231404958678
2407.0,2.0,1,1,1,0.0,0.0,0.25
2407.0,3.0,1,1,1,0.0,0.0,0.0
2407.0,4.0,2,2,2,1.1398644387994894,0.0,0.7597402597402597
2407.0,5.0,1,1,1,0.0,0.0,0.9514563106796117
2407.0,6.0,2,2,2,0.5644092517943973,0.0,0.7444444444444445
2408.0,1.0,1,1,1,0.0,0.0,0.04132231404958678
2408.0,2.0,1,1,1,0.0,0.0,0.25
2408.0,3.0,1,1,1,0.0,0.0,0.0
2408.0,4.0,2,2,2,1.1398644387994894,0.0,0.7597402597402597
2408.0,5.0,1,1,1,0.0,0.0,0.8543689320388349
2408.0,6.0,2,2,2,0.5644092517943973,0.0,0.6650326797385621
2409.0,1.0,1,1,1,0.0,0.0,0.04132231404958678
2409.0,2.0,1,1,1,0.0,0.0,0.2554347826086957
2409.0,3.0,1,1,1,0.0,0.0,0.0
2409.0,4.0,2,2,2,0.9198760076230803,0.0,0.7532467532467533
2409.0,5.0,1,1,1,0.0,0.0,0.8737864077669902
2409.0,6.0,2,2,2,0.5644092517943973,0.0,0.653921568627451
2410.0,1.0,1,1,1,0.0,0.0,0.04132231404958678
2410.0,2.0,1,1,1,0.0,0.0,0.2554347826086957
2410.0,3.0,1,1,1,0.0,0.0,0.0
2410.0,4.0,2,2,2,0.9198760076230803,0.0,0.7532467532467533
2410.0,5.0,1,1,1,0.0,0.0,0.8737864077669902
2410.0,6.0,2,2,2,0.3552899637075724,0.0,0.6944444444444444
2411.0,1.0,1,1,1,0.0,0.0,0.05785123966942149
2411.0,2.0,1,1,1,0.0,0.0,0.266304347826087
2411.0,3.0,2,2,2,0.5636503314774579,0.0,0.0
2411.0,4.0,2,2,2,0.9198760076230803,0.0,0.7467532467532467
2411.0,5.0,1,1,1,0.0,0.0,0.9029126213592233
2411.0,6.0,2,2,2,0.1545354471442204,0.0,0.6944444444444444
2412.0,1.0,1,1,1,0.0,0.0,0.0743801652892562
2412.0,2.0,1,1,1,0.0,0.0,0.27717391304347827
2412.0,3.0,2,2,2,0.5636503314774579,0.0,0.0
2412.0,4.0,2,2,2,0.6910880391996148,0.0,0.7467532467532467
2412.0,5.0,1,1,1,0.0,0.0,0.9514563106796117
2412.0,6.0,2,2,2,0.1545354471442204,0.0,0.6372549019607843
2413.0,1.0,1,1,1,0.0,0.0,0.0743801652892562
2413.0,2.0,1,1,1,0.0,0.0,0.27717391304347827
2413.0,3.0,2,2,2,0.4236166086336173,0.0,0.0
2413.0,4.0,2,2,2,0.6910880391996148,0.0,0.7402597402597403
2413.0,5.0,1,1,1,0.0,0.0,0.9805825242718447
2413.0,6.0,2,2,2,0.1545354471442204,0.0,0.5490196078431372
2414.0,1.0,1,1,1,0.0,0.0,0.0743801652892562
2414.0,2.0,1,1,1,0.0,0.0,0.26842105263157895
2414.0,3.0,2,2,2,0.28918423470353005,0.0,0.0
2414.0,4.0,2,2,2,0.6910880391996148,0.0,0.7402597402597403
2414.0,5.0,1,1,1,0.0,0.0,0.9611650485436893
2414.0,6.0,2,2,2,0.3410783651592695,0.0,0.6555555555555556
2415.0,1.0,1,1,1,0.0,0.0,0.0743801652892562
2415.0,2.0,1,1,1,0.0,0.0,0.27225130890052357
2415.0,3.0,1,1,1,0.0,0.0,0.0
2415.0,4.0,2,2,2,0.45314855203921134,0.0,0.7532467532467533
2415.0,5.0,1,1,1,0.0,0.0,0.9805825242718447
2415.0,6.0,2,2,2,0.3410783651592695,0.0,0.6336633663366337
2416.0,1.0,1,1,1,0.0,0.0,0.05785123966942149
2416.0,2.0,1,1,1,0.0,0.0,0.2670157068062827
2416.0,3.0,1,1,1,0.0,0.0,0.0
2416.0,4.0,2,2,2,0.45314855203921134,0.0,0.75
2416.0,5.0,1,1,1,0.0,0.0,0.8942307692307693
2416.0,6.0,2,2,2,0.3410783651592695,0.0,0.6435643564356436
2417.0,1.0,1,1,1,0.0,0.0,0.05785123966942149
2417.0,2.0,1,1,1,0.0,0.0,0.2670157068062827
2417.0,3.0,1,1,1,0.0,0.0,0.0
2417.0,4.0,2,2,2,0.45314855203921134,0.0,0.7692307692307692
2417.0,5.0,1,1,1,0.0,0.0,0.8260869565217391
2417.0,6.0,2,2,2,0.16199716386482166,0.0,0.6386138613861386
2418.0,1.0,1,1,1,0.0,0.0,0.05785123966942149
2418.0,2.0,1,1,1,0.0,0.0,0.2670157068062827
2418.0,3.0,1,1,1,0.0,0.0,0.0
2418.0,4.0,2,2,2,0.2056914853923919,0.0,0.7692307692307692
2418.0,5.0,1,1,1,0.0,0.0,0.782608695652174
2418.0,6.0,2,2,2,0.16199716386482166,0.0,0.6534653465346535
2419.0,1.0,1,1,1,0.0,0.0,0.05785123966942149
2419.0,2.0,1,1,1,0.0,0.0,0.2356020942408377
2419.0,3.0,1,1,1,0.0,0.0,0.0
2419.0,4.0,2,2,2,0.2056914853923919,0.0,0.8360655737704918
2419.0,5.0,1,1,1,0.0,0.0,0.7913043478260869
2419.0,6.0,2,2,2,0.03072717203599673,0.0,0.6584158415841584
2420.0,1.0,1,1,1,0.0,0.0,0.05785123966942149
2420.0,2.0,1,1,1,0.0,0.0,0.2356020942408377
2420.0,3.0,1,1,1,0.0,0.0,0.0
2420.0,4.0,2,2,2,0.2056914853923919,0.0,0.819672131147541
2420.0,5.0,1,1,1,0.0,0.0,0.8347826086956521
2420.0,6.0,2,2,2,0.03072717203599673,0.0,0.6435643564356436
2421.0,1.0,1,1,1,0.0,0.0,0.05785123966942149
2421.0,2.0,1,1,1,0.0,0.0,0.2356020942408377
2421.0,3.0,1,1,1,0.0,0.0,0.0
2421.0,4.0,2,2,2,0.2056914853923919,0.0,0.819672131147541
2421.0,5.0,1,1,1,0.0,0.0,0.808695652173913
2421.0,6.0,2,2,2,0.21574253450078196,0.0,0.6066006600660065
2422.0,1.0,1,1,1,0.0,0.0,0.05785123966942149
2422.0,2.0,1,1,1,0.0,0.0,0.2356020942408377
2422.0,3.0,1,1,1,0.0,0.0,0.0
2422.0,4.0,2,2,2,0.2056914853923919,0.0,0.8114754098360656
2422.0,5.0,1,1,1,0.0,0.0,0.9043478260869565
2422.0,6.0,2,2,2,0.21574253450078196,0.0,0.5617647058823529
2423.0,1.0,1,1,1,0.0,0.0,0.05737704918032787
2423.0,2.0,1,1,1,0.0,0.0,0.2356020942408377
2423.0,3.0,1,1,1,0.0,0.0,0.0
2423.0,4.0,2,2,2,0.2056914853923919,0.0,0.8114754098360656
2423.0,5.0,1,1,1,0.0,0.0,0.8956521739130435
2423.0,6.0,2,2,2,0.02949808515455654,0.0,0.6049019607843138
2424.0,1.0,1,1,1,0.0,0.0,0.05737704918032787
2424.0,2.0,1,1,1,0.0,0.0,0.24083769633507854
2424.0,3.0,1,1,1,0.0,0.0,0.0
2424.0,4.0,2,2,2,0.05166386392030109,0.0,0.8032786885245902
2424.0,5.0,1,1,1,0.0,0.0,0.8521739130434782
2424.0,6.0,2,2,2,0.02949808515455654,0.0,0.6098039215686275
2425.0,1.0,1,1,1,0.0,0.0,0.05737704918032787
2425.0,2.0,1,1,1,0.0,0.0,0.23958333333333334
2425.0,3.0,1,1,1,0.0,0.0,0.0
2425.0,4.0,2,2,2,0.05166386392030109,0.0,0.8032786885245902
2425.0,5.0,1,1,1,0.0,0.0,0.8347826086956521
2425.0,6.0,2,2,2,0.02949808515455654,0.0,0.6666666666666666
2426.0,1.0,1,1,1,0.0,0.0,0.05737704918032787
2426.0,2.0,1,1,1,0.0,0.0,0.23958333333333334
2426.0,3.0,1,1,1,0.0,0.0,0.0
2426.0,4.0,2,2,2,0.3193134272055014,0.0,0.7950819672131147
2426.0,5.0,1,1,1,0.0,0.0,0.8347826086956521
2426.0,6.0,2,2,2,0.02949808515455654,0.0,0.6431372549019608
2427.0,1.0,1,1,1,0.0,0.0,0.05737704918032787
2427.0,2.0,1,1,1,0.0,0.0,0.23958333333333334
2427.0,3.0,1,1,1,0.0,0.0,0.0
2427.0,4.0,2,2,2,0.3193134272055014,0.0,0.7950819672131147
2427.0,5.0,1,1,1,0.0,0.0,0.8434782608695652
2427.0,6.0,2,2,2,0.02949808515455654,0.0,0.6098039215686275
2428.0,1.0,1,1,1,0.0,0.0,0.05737704918032787
2428.0,2.0,1,1,1,0.0,0.0,0.23958333333333334
2428.0,3.0,1,1,1,0.0,0.0,0.0
2428.0,4.0,2,2,2,0.5976689730221096,0.0,0.7950819672131147
2428.0,5.0,1,1,1,0.0,0.0,0.853448275862069
2428.0,6.0,2,2,2,0.14929658621781972,0.0,0.6813725490196079
2429.0,1.0,1,1,1,0.0,0.0,0.05737704918032787
2429.0,2.0,1,1,1,0.0,0.0,0.24479166666666666
2429.0,3.0,1,1,1,0.0,0.0,0.0
2429.0,4.0,2,2,2,0.5976689730221096,0.0,0.6486486486486487
2429.0,5.0,1,1,1,0.0,0.0,1.0
2429.0,6.0,2,2,2,0.028318161748374315,0.0,0.6666666666666666
2430.0,1.0,1,1,1,0.0,0.0,0.05737704918032787
2430.0,2.0,1,1,1,0.0,0.0,0.24479166666666666
2430.0,3.0,1,1,1,0.0,0.0,0.0
2430.0,4.0,2,2,2,0.5976689730221096,0.0,0.6486486486486487
2430.0,5.0,1,1,1,0.0,0.0,0.9913793103448276
2430.0,6.0,2,2,2,0.028318161748374315,0.0,0.6431372549019608
2431.0,1.0,1,1,1,0.0,0.0,0.05737704918032787
2431.0,2.0,1,1,1,0.0,0.0,0.24479166666666666
2431.0,3.0,1,1,1,0.0,0.0,0.0
2431.0,4.0,2,2,2,0.3320859642937215,0.0,0.6486486486486487
2431.0,5.0,1,1,1,0.0,0.0,1.0
2431.0,6.0,2,2,2,0.028318161748374315,0.0,0.6431372549019608
2432.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2432.0,2.0,1,1,1,0.0,0.0,0.2552083333333333
2432.0,3.0,1,1,1,0.0,0.0,0.0
2432.0,4.0,2,2,2,0.3320859642937215,0.0,0.6447368421052632
2432.0,5.0,1,1,1,0.0,0.0,1.0
2432.0,6.0,2,2,2,0.028318161748374315,0.0,0.6431372549019608
2433.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2433.0,2.0,1,1,1,0.0,0.0,0.2552083333333333
2433.0,3.0,1,1,1,0.0,0.0,0.0
2433.0,4.0,2,2,2,0.3320859642937215,0.0,0.6447368421052632
2433.0,5.0,1,1,1,0.0,0.0,0.9145299145299145
2433.0,6.0,2,2,2,0.14332472276910657,0.0,0.6147058823529412
2434.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2434.0,2.0,1,1,1,0.0,0.0,0.26737967914438504
2434.0,3.0,1,1,1,0.0,0.0,0.0
2434.0,4.0,2,2,2,0.3320859642937215,0.0,0.618421052631579
2434.0,5.0,1,1,1,0.0,0.0,0.9230769230769231
2434.0,6.0,2,2,2,0.14332472276910657,0.0,0.6666666666666666
2435.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2435.0,2.0,1,1,1,0.0,0.0,0.26737967914438504
2435.0,3.0,1,1,1,0.0,0.0,0.0
2435.0,4.0,2,2,2,0.3320859642937215,0.0,0.6578947368421053
2435.0,5.0,1,1,1,0.0,0.0,0.8888888888888888
2435.0,6.0,2,2,2,0.027185435278439307,0.0,0.6741071428571428
2436.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2436.0,2.0,1,1,1,0.0,0.0,0.26595744680851063
2436.0,3.0,1,1,1,0.0,0.0,0.0
2436.0,4.0,2,2,2,0.055879635216197876,0.0,0.7676809210526316
2436.0,5.0,1,1,1,0.0,0.0,0.8461538461538461
2436.0,6.0,2,2,2,0.35565235614086577,0.0,0.6720238095238096
2437.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2437.0,2.0,1,1,1,0.0,0.0,0.2712765957446808
2437.0,3.0,1,1,1,0.0,0.0,0.0
2437.0,4.0,2,2,2,0.055879635216197876,0.0,0.78582995951417
2437.0,5.0,1,1,1,0.0,0.0,0.8267716535433071
2437.0,6.0,2,2,2,0.35565235614086577,0.0,0.5525073746312684
2438.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2438.0,2.0,1,1,1,0.0,0.0,0.2925531914893617
2438.0,3.0,1,1,1,0.0,0.0,0.0
2438.0,4.0,3,3,3,0.055879635216197876,0.0,0.5151147098515519
2438.0,5.0,1,1,1,0.0,0.0,0.7322834645669292
2438.0,6.0,3,3,3,0.35565235614086577,0.0,0.40180180180180186
2439.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2439.0,2.0,1,1,1,0.0,0.0,0.30851063829787234
2439.0,3.0,1,1,1,0.0,0.0,0.0
2439.0,4.0,3,3,3,0.055879635216197876,0.0,0.8169014084507044
2439.0,5.0,1,1,1,0.0,0.0,0.8412698412698413
2439.0,6.0,2,2,2,1.5540584380907192,0.0,0.21875
2440.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2440.0,2.0,1,1,1,0.0,0.0,0.30851063829787234
2440.0,3.0,1,1,1,0.0,0.0,0.0
2440.0,4.0,3,3,3,0.3453694028654706,0.0,0.7981220657276995
2440.0,5.0,1,1,1,0.0,0.0,0.9920634920634921
2440.0,6.0,2,2,2,1.5540584380907192,0.0,0.19642857142857142
2441.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2441.0,2.0,1,1,1,0.0,0.0,0.3404255319148936
2441.0,3.0,1,1,1,0.0,0.0,0.0
2441.0,4.0,4,4,4,0.3301842820261749,0.0,0.5985915492957746
2441.0,5.0,1,1,1,0.0,0.0,1.0
2441.0,6.0,1,1,1,0.0,0.0,0.5045045045045045
2442.0,1.0,1,1,1,0.0,0.0,0.07377049180327869
2442.0,2.0,1,1,1,0.0,0.0,0.3404255319148936
2442.0,3.0,1,1,1,0.0,0.0,0.0
2442.0,4.0,4,4,4,0.3301842820261749,0.0,0.795774647887324
2442.0,5.0,1,1,1,0.0,0.0,1.0
2442.0,6.0,1,1,1,0.0,0.0,0.5267857142857143
2443.0,1.0,1,1,1,0.0,0.0,0.07086614173228346
2443.0,2.0,1,1,1,0.0,0.0,0.3575418994413408
2443.0,3.0,1,1,1,0.0,0.0,0.0
2443.0,4.0,4,4,4,0.3301842820261749,0.0,0.7922535211267605
2443.0,5.0,1,1,1,0.0,0.0,1.0
2443.0,6.0,1,1,1,0.0,0.0,0.5714285714285714
2444.0,1.0,1,1,1,0.0,0.0,0.07086614173228346
2444.0,2.0,1,1,1,0.0,0.0,0.3770491803278688
2444.0,3.0,1,1,1,0.0,0.0,0.0
2444.0,4.0,4,4,4,0.3301842820261749,0.0,0.7368130350731842
2444.0,5.0,1,1,1,0.0,0.0,1.0
2444.0,6.0,1,1,1,0.0,0.0,0.5575221238938053
2445.0,1.0,1,1,1,0.0,0.0,0.07086614173228346
2445.0,2.0,1,1,1,0.0,0.0,0.3770491803278688
2445.0,3.0,1,1,1,0.0,0.0,0.0
2445.0,4.0,4,4,4,0.3301842820261749,0.0,0.7381938690969345
2445.0,5.0,1,1,1,0.0,0.0,1.0
2445.0,6.0,1,1,1,0.0,0.0,0.5833333333333334
2446.0,1.0,1,1,1,0.0,0.0,0.07086614173228346
2446.0,2.0,1,1,1,0.0,0.0,0.375
2446.0,3.0,1,1,1,0.0,0.0,0.0
2446.0,4.0,4,4,4,0.3301842820261749,0.0,0.7381938690969345
2446.0,5.0,1,1,1,0.0,0.0,1.0
2446.0,6.0,1,1,1,0.0,0.0,0.5648148148148148
2447.0,1.0,1,1,1,0.0,0.0,0.07086614173228346
2447.0,2.0,1,1,1,0.0,0.0,0.375
2447.0,3.0,1,1,1,0.0,0.0,0.0
2447.0,4.0,3,3,3,0.3301842820261749,0.0,0.9673202614379085
2447.0,5.0,2,2,2,1.7279055642806225,0.0,0.4541984732824427
2447.0,6.0,1,1,1,0.0,0.0,0.6388888888888888
2448.0,1.0,1,1,1,0.0,0.0,0.07086614173228346
2448.0,2.0,1,1,1,0.0,0.0,0.22162162162162163
2448.0,3.0,1,1,1,0.0,0.0,0.0
2448.0,4.0,3,3,3,0.3301842820261749,0.0,1.0
2448.0,5.0,2,2,2,1.7279055642806225,0.0,0.44656488549618323
2448.0,6.0,1,1,1,0.0,0.0,0.6944444444444444
2449.0,1.0,1,1,1,0.0,0.0,0.07086614173228346
2449.0,2.0,1,1,1,0.0,0.0,0.22162162162162163
2449.0,3.0,1,1,1,0.0,0.0,0.0
2449.0,4.0,3,3,3,0.3301842820261749,0.0,1.0
2449.0,5.0,1,1,1,0.0,0.0,0.8712121212121212
2449.0,6.0,1,1,1,0.0,0.0,0.7289719626168224
2450.0,1.0,1,1,1,0.0,0.0,0.07086614173228346
2450.0,2.0,1,1,1,0.0,0.0,0.22702702702702704
2450.0,3.0,1,1,1,0.0,0.0,0.0
2450.0,4.0,3,3,3,0.3301842820261749,0.0,0.954248366013072
2450.0,5.0,1,1,1,0.0,0.0,0.9076923076923077
2450.0,6.0,1,1,1,0.0,0.0,0.7289719626168224
2451.0,1.0,1,1,1,0.0,0.0,0.07086614173228346
2451.0,2.0,1,1,1,0.0,0.0,0.22702702702702704
2451.0,3.0,1,1,1,0.0,0.0,0.0
2451.0,4.0,3,3,3,0.3301842820261749,0.0,0.954248366013072
2451.0,5.0,1,1,1,0.0,0.0,0.9076923076923077
2451.0,6.0,1,1,1,0.0,0.0,0.7289719626168224
2452.0,1.0,1,1,1,0.0,0.0,0.07874015748031496
2452.0,2.0,1,1,1,0.0,0.0,0.23118279569892472
2452.0,3.0,1,1,1,0.0,0.0,0.0
2452.0,4.0,3,3,3,0.3301842820261749,0.0,0.954248366013072
2452.0,5.0,1,1,1,0.0,0.0,0.9302325581395349
2452.0,6.0,1,1,1,0.0,0.0,0.6915887850467289
2453.0,1.0,1,1,1,0.0,0.0,0.07874015748031496
2453.0,2.0,1,1,1,0.0,0.0,0.23118279569892472
2453.0,3.0,1,1,1,0.0,0.0,0.0
2453.0,4.0,3,3,3,0.3301842820261749,0.0,0.9607843137254902
2453.0,5.0,1,1,1,0.0,0.0,0.8372093023255814
2453.0,6.0,1,1,1,0.0,0.0,0.7685185185185185
